Havainnon luotettavuus	Aineiston laatu	Taksonominen järjestys	Laji	Määrä	Aika	Maa	Eliömaakunta	Sijainti	Aineisto	Havaintoerän tunniste	Havainnoija(t)/Kerääjä(t)	Tieteellinen nimi	ETRS-TM35FIN N	ETRS-TM35FIN E	ETRS-TM35FIN N-min	ETRS-TM35FIN N-max	ETRS-TM35FIN E-min	ETRS-TM35FIN E-max	WGS84 WKT
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-01-07	Suomi	Etelä-Häme (EH)	Kangasala, Ruutana, Huhdintie 69	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1201408	Juha Rahkonen	Corvus corax	6823711	341653	6823710	6823711	341652	341653	POINT(24.023301453721 61.514469070372)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-01-07 [10:00-12:30]	Suomi	Pohjois-Karjala (PK)	Joensuu, Mutala-Rantakylä, 3943 (694:364)	Talvilintulaskenta	http://tun.fi/JX.1202122	Jari Leinonen, Hannu Luotonen	Corvus corax	6946175	643985	6945087	6947263	643433	644537	LINESTRING(29.807168 62.614815,29.7973 62.614586,29.795504 62.614178,29.798409 62.612465,29.795002 62.610696,29.798657 62.610461,29.80128 62.610873,29.805335 62.610227,29.809169 62.609948,29.811016 62.610032,29.811639 62.609212,29.81341 62.609419,29.813948 62.60858,29.814644 62.609454,29.816495 62.609579,29.818272 62.609381,29.818147 62.610373,29.817319 62.61041,29.8176 62.611535,29.817664 62.612664,29.817385 62.613417,29.818326 62.613619,29.815765 62.61571,29.815683 62.616236,29.816064 62.618409,29.816394 62.622823,29.816532 62.624274,29.816624 62.625241,29.818244 62.626157,29.817098 62.626079,29.816117 62.626361,29.815678 62.626814,29.813458 62.627444,29.812734 62.627661,29.810866 62.627375,29.810113 62.626361,29.809831 62.6257,29.81005 62.625231,29.808675 62.625057,29.807232 62.624662,29.806043 62.624141,29.803929 62.623558,29.801933 62.62283,29.801841 62.621863,29.802427 62.620176,29.802509 62.618297,29.802253 62.617899,29.804195 62.617597,29.803197 62.616305,29.805564 62.616318,29.807229 62.616325,29.807181 62.614893,29.806566 62.614845,29.806042 62.614855,29.805424 62.614807,29.807313 62.61487)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-01-07 [10:06-13:05]	Suomi	Perä-Pohjanmaa (PeP)	Kemi, Ajos, 674 (728:338)	Talvilintulaskenta	http://tun.fi/JX.1201647	Jouko Kärkkäinen	Corvus corax	7285680	387395	7284354	7287005	385733	389057	GEOMETRYCOLLECTION(LINESTRING(24.580537 65.685664,24.580863 65.684511,24.580524 65.682783,24.582861 65.679661,24.582037 65.676831,24.580737 65.675832,24.584818 65.673842,24.579819 65.672147,24.578091 65.671088,24.576701 65.669432,24.57349 65.663521,24.571837 65.66074,24.550083 65.663784,24.542984 65.667313,24.540976 65.667612,24.540702 65.671189,24.539331 65.673257,24.541053 65.67368,24.56046 65.675329,24.559928 65.676353,24.561245 65.676463,24.562201 65.676479,24.561995 65.67705,24.563656 65.677444,24.564022 65.678177,24.564987 65.678103,24.571111 65.679627,24.574124 65.680465,24.575731 65.682124,24.577026 65.683876,24.578511 65.685452,24.580537 65.685664), LINESTRING(24.538964 65.673225,24.536975 65.673318,24.535642 65.672686,24.531709 65.672865,24.528747 65.673122,24.523498 65.674311,24.521205 65.67439,24.518608 65.674474,24.514812 65.675022))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-01-07 [10:15-13:35]	Suomi	Etelä-Pohjanmaa (EP)	Seinäjoki, Kivijärvi, 539 (696:330)	Talvilintulaskenta	http://tun.fi/JX.1202481	Erkki Rautiainen	Corvus corax	6959461	302101	6958693	6960229	301128	303074	LINESTRING(23.14249 62.714012,23.139755 62.713973,23.136702 62.716368,23.133411 62.716996,23.130572 62.719541,23.11966 62.719168,23.119746 62.716727,23.111887 62.716365,23.112366 62.715696,23.111917 62.715539,23.11204 62.714609,23.111276 62.713869,23.111444 62.71319,23.111822 62.712698,23.133215 62.704737,23.147437 62.707285,23.139668 62.714042,23.14249 62.714012)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-01-07 [9:30-11:30]	Suomi	Satakunta (St)	Sastamala, Houhajärvi, 3450 (680:328)	Talvilintulaskenta	http://tun.fi/JX.1214474	Mika Suppula	Corvus corax	6802145	284916	6797147	6807143	279918	289914	POLYGON((22.897192 61.246416,22.88547 61.335924,23.071819 61.341447,23.083014 61.251918,22.897192 61.246416))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	5	2021-01-07 [9:18-12:30]	Suomi	Etelä-Häme (EH)	Hattula, Uskila-Retula, 3614 (678:335)	Talvilintulaskenta	http://tun.fi/JX.1201457	Heikki-Pekka Innala	Corvus corax	6788291	354781	6785306	6791276	351817	357745	GEOMETRYCOLLECTION(LINESTRING(24.324738 61.188138,24.325228 61.188282,24.325672 61.188318,24.326706 61.188185,24.32731 61.188081,24.327524 61.187977,24.327486 61.187761,24.327786 61.187731,24.328288 61.187741,24.328679 61.187955,24.329014 61.188168,24.328982 61.188329,24.328836 61.188739,24.328983 61.188976,24.329278 61.189224,24.329923 61.189739,24.330354 61.189928,24.330413 61.190108,24.330177 61.190481,24.330002 61.190783,24.329976 61.190872), LINESTRING(24.309504 61.181146,24.309434 61.180444,24.309261 61.180073,24.308683 61.179648,24.308572 61.17855,24.308656 61.178435,24.308957 61.178181,24.30904 61.177859,24.309557 61.177474,24.310097 61.177243,24.310955 61.176999,24.311942 61.176759,24.313928 61.176367,24.316008 61.175968,24.316199 61.1759,24.316651 61.175613,24.317009 61.175342,24.317299 61.175213,24.317738 61.175087,24.318294 61.174882,24.318944 61.17468,24.319586 61.174342,24.320068 61.174136,24.320371 61.174295,24.321221 61.174572,24.321471 61.174703,24.321898 61.174927,24.322925 61.175531,24.32354 61.17574,24.32414 61.175896,24.325017 61.176084,24.325763 61.176278,24.326067 61.176419,24.327039 61.176797,24.33019 61.178018,24.330395 61.178013,24.331421 61.17797,24.335525 61.177818,24.336001 61.177692,24.336482 61.177495,24.33722 61.177348,24.33839 61.177371,24.339375 61.177373,24.340288 61.177355,24.340956 61.177377,24.341323 61.177429,24.341967 61.177513,24.342368 61.177611,24.343411 61.177811,24.344119 61.177798,24.344486 61.17785,24.34475 61.178035,24.345081 61.178293,24.345514 61.178669,24.346335 61.179521,24.347232 61.18014,24.348166 61.180975,24.348609 61.181451,24.348845 61.181743,24.349186 61.181893,24.349613 61.182126,24.349949 61.18233,24.350161 61.182909,24.350059 61.183015,24.349181 61.183285,24.347903 61.183664,24.347154 61.183945,24.346586 61.184276,24.34602 61.184597,24.345507 61.184946,24.344771 61.185515,24.343781 61.186663,24.343165 61.186911,24.341041 61.187399,24.340313 61.187645,24.339675 61.187929,24.338993 61.188302,24.337492 61.189547,24.336945 61.18986,24.33608 61.190184,24.335376 61.190377,24.33462 61.190514,24.333772 61.190641,24.332947 61.190724,24.331696 61.190771,24.330148 61.190812,24.329976 61.190872,24.326718 61.191553,24.326302 61.191634,24.325576 61.191647,24.325168 61.19163,24.324864 61.191705,24.324474 61.191913,24.324223 61.192024,24.323597 61.192165,24.322503 61.192332,24.321805 61.192452,24.321631 61.19253,24.32137 61.192749,24.320805 61.193052,24.320086 61.193406,24.319534 61.193557,24.31916 61.193801,24.318697 61.194214,24.318388 61.194567,24.318531 61.194848,24.318804 61.195796,24.318659 61.195973,24.318361 61.196407,24.317916 61.196614,24.316886 61.197123,24.316358 61.197427,24.316131 61.197692,24.315818 61.19809,24.31558 61.19848,24.314853 61.198924,24.31425 61.199235,24.313339 61.199441,24.31233 61.199709,24.311705 61.200055,24.311003 61.200427,24.310307 61.200952,24.309835 61.201473,24.309604 61.201782,24.309394 61.202057,24.308654 61.203308,24.308367 61.20341,24.307645 61.203575,24.307165 61.203754,24.306755 61.20398,24.306516 61.20437,24.306251 61.204868,24.305824 61.205066,24.304762 61.205296,24.304395 61.205459,24.303766 61.205842,24.303104 61.206179,24.301825 61.206557,24.300801 61.206779,24.300662 61.206884,24.30027 61.207326,24.299823 61.207766,24.299315 61.208043,24.298419 61.20851,24.297841 61.208741,24.297044 61.208913,24.295791 61.209194,24.295387 61.209347,24.294763 61.209676,24.294352 61.20991,24.293628 61.210318,24.292686 61.210667,24.292055 61.210861,24.291677 61.211141,24.290525 61.211764,24.290095 61.212007,24.289892 61.212856,24.289835 61.21351,24.289365 61.213995,24.288672 61.214699,24.288317 61.215141,24.28785 61.215383,24.287368 61.215571,24.286975 61.215806,24.286641 61.216015,24.285912 61.21626,24.285207 61.216453,24.284863 61.216554,24.284608 61.216701,24.28409 61.216879,24.283758 61.217052,24.283567 61.217327,24.283427 61.217656,24.283392 61.21806,24.283176 61.218405,24.282797 61.218703,24.282356 61.218847,24.281846 61.218936,24.281265 61.218978,24.28094 61.21907,24.280532 61.219268,24.27963 61.219798,24.279149 61.219968,24.278204 61.220137,24.277036 61.220294,24.276825 61.220361,24.276506 61.220822,24.276085 61.221379,24.275563 61.221602,24.275269 61.221982,24.275048 61.222175,24.274427 61.222459,24.273794 61.22268,24.273187 61.222802,24.272692 61.222927,24.271816 61.223152,24.270601 61.22363,24.270035 61.223718,24.2653 61.223766,24.264974 61.22366,24.264328 61.223171,24.263939 61.223137,24.263467 61.223217,24.262647 61.223865,24.262195 61.224565,24.26147 61.224981,24.261003 61.225205,24.260485 61.225383,24.25962 61.225474,24.25889 61.225513,24.257827 61.225536,24.257117 61.225558,24.256358 61.225722,24.255037 61.226135,24.253372 61.22664,24.252375 61.22697,24.251225 61.227342,24.250464 61.22774,24.249728 61.228272,24.249322 61.228659,24.248802 61.228846,24.247998 61.229099,24.247317 61.229211,24.244558 61.229874))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-01-07 [9:00-11:30]	Suomi	Uusimaa (U)	Espoo, Perusmäki, 3998 (668:337)	Talvilintulaskenta	http://tun.fi/JX.1201639	Joni Sundström	Corvus corax	6684862	374095	6684015	6685708	373590	374600	LINESTRING(24.724224 60.287435,24.72385 60.286046,24.722983 60.286031,24.720158 60.286351,24.719865 60.288222,24.7185 60.288594,24.718175 60.288589,24.717268 60.288366,24.716158 60.288213,24.716442 60.286987,24.717712 60.285887,24.71774 60.28393,24.71883 60.283868,24.719106 60.28302,24.719742 60.282977,24.720349 60.282053,24.7213 60.281639,24.721622 60.280899,24.720698 60.280156,24.719833 60.280114,24.719447 60.279676,24.718535 60.279535,24.717248 60.278543,24.71463 60.278238,24.714519 60.275425,24.714777 60.275349,24.719287 60.274969,24.723395 60.273091,24.723761 60.273286,24.724463 60.273325,24.725187 60.27357,24.725675 60.273579,24.726844 60.273922,24.72687 60.274327,24.728464 60.274542,24.728436 60.276517,24.729468 60.278834,24.729962 60.279273,24.730028 60.279885,24.730881 60.281668,24.731188 60.283496,24.730776 60.283965,24.731163 60.284645,24.7317 60.285507,24.729778 60.286623,24.728638 60.2869,24.726434 60.286863,24.724334 60.28741)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-01-07 [12:45]	Suomi	Satakunta (St)	Rauma.	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1201474	Jaakko Mäki-Jaakkola	Corvus corax	6790806	209330	6790805	6790806	209329	209330	POINT(21.597061 61.143661)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	15	2021-01-06 [9:25-15:00]	Suomi	Pohjois-Savo (PS)	Lapinlahti, Ala-Pitkä-Naarvanlahti, 3987 (701:352)	Talvilintulaskenta	http://tun.fi/JX.1201276	Markku Ukkonen	Corvus corax	7007961	525361	7006280	7009641	523084	527637	LINESTRING(27.523799 63.214777,27.5228 63.214493,27.522162 63.214406,27.521487 63.214444,27.520774 63.214608,27.520141 63.214808,27.519425 63.214793,27.519027 63.21474,27.518113 63.214779,27.517675 63.214763,27.517315 63.214639,27.516394 63.214247,27.515272 63.213749,27.515069 63.213552,27.514985 63.213266,27.514942 63.213104,27.514657 63.212746,27.514535 63.212585,27.513411 63.211961,27.512728 63.211587,27.512328 63.211445,27.511728 63.211232,27.51089 63.21102,27.509853 63.210844,27.508976 63.210739,27.508697 63.210704,27.507784 63.210762,27.507147 63.210728,27.505955 63.210768,27.504963 63.210843,27.50397 63.210901,27.503374 63.210957,27.502819 63.211012,27.502343 63.211086,27.501907 63.211159,27.501115 63.211359,27.500519 63.211397,27.500122 63.211417,27.499724 63.2114,27.499446 63.211419,27.495798 63.21197,27.495125 63.212134,27.494571 63.212297,27.493899 63.212515,27.493503 63.212624,27.493067 63.212697,27.492392 63.212736,27.491993 63.212665,27.491634 63.212613,27.491034 63.212381,27.488385 63.210865,27.487985 63.210723,27.487426 63.210635,27.486869 63.210566,27.480976 63.210011,27.480459 63.210031,27.479904 63.210105,27.479032 63.210251,27.475902 63.210926,27.475425 63.210927,27.474648 63.210858,27.473374 63.210701,27.472817 63.210685,27.47234 63.210704,27.471626 63.210796,27.469922 63.211143,27.468455 63.211417,27.467939 63.211454,27.466785 63.211351,27.466307 63.211316,27.46539 63.211176,27.465032 63.211177,27.464357 63.211215,27.464198 63.211233,27.463039 63.210807,27.462718 63.210628,27.462516 63.210467,27.461021 63.208911,27.460819 63.208714,27.458754 63.206353,27.458632 63.206165,27.458669 63.206021,27.458862 63.205626,27.459212 63.205176,27.460225 63.203863,27.460461 63.203683,27.466412 63.200577,27.466727 63.200396,27.46716 63.200108,27.467555 63.199981,27.467951 63.199854,27.469842 63.198861,27.470195 63.198591,27.470709 63.198427,27.471301 63.198156,27.471616 63.19794,27.472009 63.197723,27.472363 63.197471,27.472717 63.197272,27.473191 63.197074,27.4737 63.196605,27.473894 63.1963,27.474044 63.195797,27.474517 63.195526,27.475067 63.195183,27.475381 63.194949,27.47613 63.194552,27.476603 63.194317,27.477036 63.1941,27.477468 63.193794,27.478017 63.193325,27.478327 63.192858,27.478636 63.1923,27.478712 63.192085,27.478671 63.192013,27.478389 63.191799,27.478264 63.191422,27.483846 63.190219,27.484993 63.189964,27.485508 63.189837,27.4863 63.189726,27.487447 63.189382,27.488552 63.188947,27.489065 63.188784,27.489853 63.188386,27.490483 63.188025,27.491464 63.187322,27.492326 63.186637,27.493152 63.186114,27.493699 63.185592,27.494244 63.184962,27.501267 63.185673,27.504132 63.18595,27.505802 63.186052,27.508744 63.186203,27.509381 63.186254,27.509979 63.186378,27.510217 63.186377,27.510976 63.186607,27.516037 63.188653,27.516519 63.188938,27.518247 63.190044,27.520256 63.191293,27.521098 63.191703,27.521978 63.192058,27.522938 63.192431,27.524096 63.192714,27.52581 63.193049,27.527046 63.19326,27.528839 63.193558,27.528247 63.19374,27.526632 63.194517,27.526315 63.19459,27.52485 63.194865,27.524454 63.194938,27.523785 63.195281,27.524296 63.194992,27.52481 63.194883,27.526355 63.19459,27.527998 63.195355,27.527642 63.195429,27.527087 63.19552,27.527959 63.195391,27.530403 63.196495,27.533848 63.197989,27.535412 63.198755,27.535852 63.198915,27.535235 63.19994,27.534692 63.200695,27.53442 63.201019,27.535454 63.201069,27.535649 63.200835,27.536442 63.200743,27.536799 63.200723,27.540581 63.201032,27.540765 63.20026,27.540797 63.199847,27.540832 63.199596,27.541062 63.199146,27.541134 63.198751,27.542957 63.198457,27.542988 63.19799,27.543782 63.19797,27.543889 63.197305,27.544803 63.19732,27.545245 63.197587,27.545529 63.197891,27.546439 63.19769,27.547033 63.197562,27.547152 63.197544,27.547398 63.197938,27.547529 63.198565,27.547294 63.198763,27.54632 63.199808,27.546365 63.200059,27.546606 63.200202,27.547565 63.200503,27.54749 63.200737,27.54832 63.201541,27.547386 63.202585,27.547588 63.202746,27.549674 63.203778,27.549087 63.204247,27.54842 63.204698,27.547986 63.204897,27.546643 63.205315,27.54593 63.20548,27.544979 63.205627,27.544384 63.205701,27.54367 63.205739,27.539795 63.204713,27.536916 63.203791)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	6	2021-01-06 [9:30-13:25]	Suomi	Etelä-Häme (EH)	Valkeakoski, Vanhakylä, 295 (680:333)	Talvilintulaskenta	http://tun.fi/JX.1201281	Jukka Leskelä	Corvus corax	6797765	338664	6796696	6798833	337227	340101	LINESTRING(24.013502 61.284661,24.014483 61.285329,24.015573 61.286431,24.014821 61.286486,24.014692 61.287848,24.013093 61.288963,24.011731 61.289148,24.008446 61.289148,24.012686 61.290103,24.011872 61.290804,24.00722 61.28948,24.007694 61.289203,24.006062 61.289095,24.001227 61.288126,23.998281 61.287702,23.996039 61.287724,23.996142 61.286649,23.997788 61.286613,23.996128 61.286792,23.996252 61.285501,23.99393 61.284803,23.991775 61.285474,23.990515 61.286165,23.988266 61.286258,23.989747 61.287944,23.988362 61.285255,23.986208 61.285925,23.985536 61.286701,23.984337 61.286746,23.983523 61.287446,23.981999 61.287771,23.981316 61.28711,23.981548 61.286253,23.982469 61.285986,23.981697 61.286256,23.981167 61.287106,23.979386 61.286995,23.97468 61.286243,23.97186 61.287617,23.963863 61.283846,23.96608 61.282531,23.964185 61.282057,23.97014 61.277592,23.976246 61.274639,23.971909 61.273177,23.975428 61.273831,23.976186 61.273704,23.979387 61.274566,23.981701 61.275336,23.979428 61.274136,23.981935 61.272898,23.983134 61.272853,23.98625 61.271485,23.987084 61.27057,23.988735 61.270463,23.989343 61.271913,23.987858 61.273389,23.987966 61.273823,23.990566 61.273162,23.9919 61.273263,23.991872 61.27355,23.993369 61.273511,23.994885 61.273258,23.995948 61.273066,23.997713 61.274901,23.996034 61.275295,23.997434 61.27626,23.996195 61.276735,23.998814 61.27744,23.999151 61.278597,24.001506 61.280517,24.005968 61.280687,24.007478 61.280505,24.00867 61.280531,24.009184 61.281405,24.009149 61.281763,24.011146 61.282741,24.011525 61.283468,24.012662 61.284068,24.013637 61.284808)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-01-06 [9:10-14:20]	Suomi	Pohjois-Häme (PH)	Hankasalmi, Venekoski, 3861 (691:346)	Talvilintulaskenta	http://tun.fi/JX.1216488	Matti Sissonen, Marjo Pihlaja	Corvus corax	6912102	464844	6907104	6917100	459846	469842	POLYGON((26.225895 62.29338,26.223581 62.383097,26.416848 62.384041,26.418586 62.29432,26.225895 62.29338))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	8	2021-01-06 [9:00-15:30]	Suomi	Varsinais-Suomi (V)	Kustavi, Kiparluoto, 3671 (674:318)	Talvilintulaskenta	http://tun.fi/JX.1201626	Timo Kurki	Corvus corax	6738632	187825	6737664	6739600	186272	189378	LINESTRING(21.264557 60.66419,21.268165 60.664525,21.267682 60.665278,21.264317 60.665539,21.261058 60.665507,21.260054 60.66702,21.259541 60.66743,21.257331 60.667893,21.257238 60.668312,21.258576 60.668621,21.25875 60.6696,21.2598 60.66988,21.263036 60.670964,21.265184 60.668896,21.26503 60.668323,21.268148 60.667908,21.270024 60.668186,21.271581 60.668199,21.271697 60.669194,21.27234 60.669599,21.273207 60.669673,21.273962 60.669552,21.276888 60.669291,21.281092 60.667824,21.287413 60.66796,21.289403 60.668009,21.290878 60.667451,21.292767 60.66683,21.294675 60.666309,21.293473 60.665537,21.29142 60.664505,21.291107 60.664096,21.290379 60.663552,21.290253 60.663123,21.290309 60.662397,21.290181 60.661465,21.291129 60.661082,21.293037 60.660768,21.295443 60.661879,21.296424 60.662136,21.297278 60.662389,21.300348 60.663996,21.300592 60.664375,21.30273 60.665348,21.303688 60.665326,21.304758 60.665183,21.305241 60.664735,21.306123 60.664206,21.307302 60.663762,21.307915 60.66341,21.309027 60.662305,21.310306 60.661604,21.3106 60.661086,21.310322 60.660372,21.31059 60.659691,21.310705 60.659453,21.310434 60.659225,21.310419 60.658379,21.309637 60.657823,21.308255 60.657864,21.307221 60.657594,21.306836 60.657074,21.306056 60.656618,21.305762 60.656309,21.305824 60.655753,21.305521 60.655497,21.306182 60.65549,21.308197 60.654982,21.309778 60.65423,21.309741 60.654022,21.310062 60.653766,21.309815 60.65236,21.30992 60.651249,21.30765 60.651548,21.289703 60.653625,21.289622 60.65408,21.28868 60.654949,21.287427 60.655813,21.284731 60.657983,21.287258 60.659648,21.288615 60.660579,21.289224 60.661586,21.288737 60.662366,21.287539 60.662917,21.285145 60.663391,21.283458 60.663903,21.280025 60.664854,21.279377 60.66551,21.277521 60.665529,21.27614 60.665767,21.274357 60.666204,21.273483 60.665653,21.271438 60.665808,21.270179 60.666393,21.26958 60.666664,21.267682 60.665278)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	3	2021-01-06 [9:20-14:00]	Suomi	Etelä-Häme (EH)	Ylöjärvi, Vasamajärvi-Siivikkala 4070 (683:332)	Talvilintulaskenta	http://tun.fi/JX.1201184	Kari Hakala	Corvus corax	6829454	321820	6827776	6831131	320232	323407	LINESTRING(23.617446 61.541541,23.621069 61.543094,23.624595 61.544452,23.625491 61.545198,23.626242 61.54574,23.626558 61.546238,23.627402 61.54716,23.627666 61.549691,23.627254 61.550381,23.627137 61.551617,23.627263 61.552014,23.628388 61.552203,23.630414 61.554046,23.631186 61.55454,23.634771 61.556775,23.634999 61.557159,23.634861 61.558121,23.635297 61.558606,23.637099 61.560187,23.639382 61.561216,23.642706 61.562126,23.643554 61.562557,23.645082 61.564171,23.646249 61.564924,23.646948 61.565005,23.6477 61.564919,23.649222 61.56457,23.651036 61.564325,23.652394 61.564552,23.653559 61.564693,23.654644 61.564953,23.655428 61.564884,23.656161 61.564652,23.657444 61.564483,23.657876 61.564228,23.658973 61.565003,23.662219 61.565709,23.664298 61.566613,23.665944 61.568084,23.666092 61.568434,23.666602 61.568873,23.666925 61.569636,23.667441 61.570325,23.667651 61.571978,23.668484 61.572546,23.670081 61.573075,23.671644 61.572655,23.672662 61.571337,23.672254 61.570426,23.673047 61.569319,23.673737 61.568081,23.673847 61.567368,23.673158 61.566716,23.673382 61.56636,23.672747 61.56583,23.669736 61.565282,23.668549 61.564714,23.668144 61.564406,23.666721 61.563833,23.665058 61.563462,23.664377 61.562738,23.663452 61.562249,23.662974 61.561827,23.659363 61.560758,23.657549 61.559909,23.656662 61.559686,23.656108 61.559198,23.656258 61.558743,23.655522 61.558058,23.654887 61.557536,23.654985 61.556782,23.656782 61.556223,23.657406 61.555748,23.657806 61.55517,23.657955 61.554563,23.658657 61.554001,23.66209 61.553425)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	10	2021-01-06 [8:30-16:00]	Suomi	Varsinais-Suomi (V)	Turku, Metsämäki, 3997 (671:324)	Talvilintulaskenta	http://tun.fi/JX.1201181	Marko Virta	Corvus corax	6715240	243904	6714170	6716309	243185	244622	GEOMETRYCOLLECTION(LINESTRING(22.340071 60.481577,22.340413 60.482246,22.34426 60.482731,22.346548 60.483287,22.348305 60.484625,22.348061 60.484806,22.347499 60.484912,22.346321 60.484107,22.345923 60.48358,22.342656 60.483493,22.340562 60.483743,22.339525 60.483096,22.338592 60.482874,22.337895 60.482904,22.333477 60.483603,22.332964 60.483873,22.332657 60.485246,22.332976 60.486319,22.335759 60.487243,22.337209 60.487294,22.337503 60.486261,22.338006 60.485803,22.339936 60.485178,22.339343 60.484366,22.340527 60.483985,22.343411 60.484958,22.345038 60.485177,22.345942 60.486745,22.347449 60.487544,22.347338 60.487936,22.346665 60.488182,22.343611 60.488768,22.342161 60.488717,22.337847 60.487289,22.336731 60.487196,22.336694 60.487456,22.339664 60.488468,22.338074 60.489895,22.339509 60.490305), LINESTRING(22.339509 60.490305,22.339763 60.492724,22.337944 60.494089,22.33908 60.494426,22.338213 60.495007), LINESTRING(22.338213 60.495007,22.336505 60.494974,22.334626 60.495996,22.333373 60.496725,22.332504 60.49656,22.332241 60.496488,22.330416 60.499283,22.330129 60.499884,22.328469 60.499134,22.326596 60.498349,22.325003 60.496629,22.326673 60.498315,22.330226 60.499843,22.330418 60.500155,22.328864 60.501071,22.327197 60.501633))
